,location,total_sqft,bath,price,BHK
2110,Electronics City Phase 1,580.0,1.0,27.0,1
2111,Electronics City Phase 1,940.0,2.0,49.0,2
2112,Electronics City Phase 1,1335.0,2.0,67.0,2
2113,Electronics City Phase 1,1113.12,2.0,55.0,2
2114,Electronics City Phase 1,995.0,2.0,42.0,2
2115,Electronics City Phase 1,1350.0,3.0,71.0,3
2116,Electronics City Phase 1,1445.0,2.0,56.0,3
2117,Electronics City Phase 1,995.0,2.0,49.8,2
2118,Electronics City Phase 1,635.0,1.0,26.0,1
2119,Electronics City Phase 1,1190.0,2.0,68.0,2
2120,Electronics City Phase 1,1085.0,2.0,46.0,2
2121,Electronics City Phase 1,1450.0,3.0,72.54,3
2122,Electronics City Phase 1,360.0,1.0,16.9,1
2123,Electronics City Phase 1,638.0,1.0,32.0,1
2124,Electronics City Phase 1,1175.0,2.0,64.98,2
2125,Electronics City Phase 1,585.0,1.0,21.0,1
2126,Electronics City Phase 1,1200.0,2.0,59.76,2
2127,Electronics City Phase 1,1145.0,2.0,54.0,2
2128,Electronics City Phase 1,1125.0,2.0,65.0,2
2129,Electronics City Phase 1,1522.5,2.0,60.75,3
2130,Electronics City Phase 1,1550.0,2.0,82.0,3
2131,Electronics City Phase 1,1175.0,2.0,50.0,2
2132,Electronics City Phase 1,865.0,2.0,40.0,2
2133,Electronics City Phase 1,1450.0,3.0,70.0,3
2134,Electronics City Phase 1,1450.0,2.0,63.51,3
2135,Electronics City Phase 1,1450.0,3.0,58.0,3
2136,Electronics City Phase 1,1800.0,3.0,93.0,3
2137,Electronics City Phase 1,1314.0,2.0,60.0,2
2138,Electronics City Phase 1,1170.0,2.0,62.0,2
2139,Electronics City Phase 1,1450.0,3.0,79.0,3
2140,Electronics City Phase 1,940.0,2.0,48.0,2
2141,Electronics City Phase 1,940.0,2.0,44.0,2
2142,Electronics City Phase 1,1300.0,2.0,67.0,2
2143,Electronics City Phase 1,1028.0,2.0,51.0,2
2144,Electronics City Phase 1,1080.0,2.0,46.0,2
2145,Electronics City Phase 1,1205.0,2.0,60.0,2
2146,Electronics City Phase 1,1900.0,3.0,85.0,3
2147,Electronics City Phase 1,1305.0,2.0,67.0,2
2148,Electronics City Phase 1,755.0,1.0,30.12,1
2149,Electronics City Phase 1,1175.0,2.0,60.0,2
2150,Frazer Town,1700.0,3.0,180.0,3
2151,Frazer Town,1305.0,3.0,95.45,3
2152,Frazer Town,1870.0,3.0,185.0,3
2153,Frazer Town,1750.0,3.0,150.0,3
2154,Frazer Town,4850.0,6.0,385.0,4
2155,Frazer Town,2000.0,3.0,200.0,3
2156,Frazer Town,3500.0,4.0,330.0,3
2157,Frazer Town,2350.0,4.0,285.0,3
2158,Frazer Town,1550.0,2.0,140.0,2
2159,Frazer Town,1900.0,4.0,145.0,3
2160,Frazer Town,2560.0,3.0,265.0,3
2161,Frazer Town,2400.0,3.0,260.0,3
2162,Frazer Town,2560.0,3.0,288.0,3
2163,Frazer Town,3436.0,5.0,341.0,4
2164,Frazer Town,4856.0,5.0,410.0,4
2165,Frazer Town,1315.0,2.0,140.0,2
2166,Frazer Town,1706.0,3.0,154.0,3
2167,Frazer Town,2079.0,3.0,220.0,3
2168,Frazer Town,3435.0,2.0,341.0,4
2169,Frazer Town,3436.0,5.0,345.0,4
2170,Frazer Town,3100.0,3.0,400.0,3
2171,Frazer Town,5400.0,3.0,400.0,3
2172,Frazer Town,1180.0,2.0,105.0,2
2173,Frazer Town,2900.0,4.0,325.0,4
2174,Frazer Town,1870.0,3.0,180.0,3
2175,Frazer Town,896.0,1.0,100.0,1
2176,Frazer Town,1420.0,2.0,120.0,2
2177,GM Palaya,1820.0,2.0,86.0,3
2178,GM Palaya,1225.0,2.0,47.0,2
2179,GM Palaya,1140.0,2.0,48.95,2
2180,GM Palaya,1315.0,2.0,65.0,3
2181,GM Palaya,1315.0,3.0,65.0,3
2182,GM Palaya,1315.0,3.0,64.0,3
2183,GM Palaya,1735.0,3.0,70.0,3
2184,GM Palaya,1643.0,2.0,70.0,3
2185,Garudachar Palya,1325.0,2.0,60.8,3
2186,Garudachar Palya,1060.0,2.0,48.7,2
2187,Garudachar Palya,1150.0,2.0,52.75,2
2188,Garudachar Palya,1295.0,2.0,59.5,3
2189,Garudachar Palya,1320.0,2.0,60.6,3
2190,Garudachar Palya,1150.0,2.0,52.8,2
2191,Garudachar Palya,1060.0,2.0,48.5,2
2192,Garudachar Palya,1150.0,2.0,52.5,2
2193,Garudachar Palya,1060.0,2.0,48.66,2
2194,Garudachar Palya,1150.0,2.0,52.0,2
2195,Garudachar Palya,1154.0,2.0,51.8,2
2196,Garudachar Palya,1325.0,2.0,60.0,3
2197,Giri Nagar,2400.0,4.0,400.0,4
2198,Giri Nagar,1800.0,3.0,252.0,3
2199,Giri Nagar,1350.0,3.0,240.0,3
2200,Giri Nagar,3000.0,4.0,375.0,6
2201,Giri Nagar,2400.0,6.0,400.0,6
2202,Giri Nagar,4000.0,3.0,750.0,4
2203,Gollarapalya Hosahalli,861.0,2.0,34.5,2
2204,Gollarapalya Hosahalli,1408.0,3.0,62.0,3
2205,Gollarapalya Hosahalli,1318.0,3.0,54.0,3
2206,Gollarapalya Hosahalli,861.0,2.0,36.5,2
2207,Gollarapalya Hosahalli,1320.0,3.0,60.0,3
2208,Gollarapalya Hosahalli,1345.0,3.0,60.0,3
2209,Gollarapalya Hosahalli,1905.0,3.0,86.0,4
2210,Gollarapalya Hosahalli,1318.0,3.0,56.0,3
2211,Gollarapalya Hosahalli,1129.0,2.0,50.0,2
2212,Gottigere,1100.0,2.0,40.0,2
2213,Gottigere,967.0,2.0,45.0,2
2214,Gottigere,1618.0,3.0,82.5,3
2215,Gottigere,1222.0,2.0,63.0,2
2216,Gottigere,1600.0,2.0,55.0,3
2217,Gottigere,1300.0,3.0,65.0,3
2218,Gottigere,950.0,2.0,38.0,2
2219,Gottigere,1153.0,2.0,48.5,2
2220,Gottigere,2000.0,4.0,82.0,4
2221,Gottigere,1460.0,2.0,65.0,3
2222,Gottigere,1500.0,3.0,70.0,3
2223,Gottigere,1621.0,3.0,72.0,3
2224,Gottigere,990.0,2.0,40.0,2
2225,Gottigere,1235.0,2.0,63.0,2
2226,Gottigere,1385.0,3.0,64.0,3
2227,Gottigere,1000.0,2.0,35.0,2
2228,Gottigere,1010.0,2.0,35.0,2
2229,Gottigere,1385.0,2.0,50.0,3
2230,Gottigere,1425.0,2.0,47.0,3
2231,Gottigere,1435.0,2.0,62.0,3
2232,Gottigere,945.0,2.0,45.0,2
2233,Gottigere,1400.0,2.0,50.0,3
2234,Gottigere,2500.0,3.0,120.0,4
2235,Gottigere,1230.0,2.0,52.0,3
2236,Gottigere,1120.0,2.0,50.0,2
2237,Gottigere,1500.0,3.0,63.0,3
2238,Gottigere,1200.0,2.0,40.0,2
2239,Gottigere,1280.0,2.0,61.0,2
2240,Gottigere,1205.0,2.0,56.58,2
2241,Gottigere,1170.0,2.0,40.0,2
2242,Gottigere,3000.0,3.0,132.0,4
2243,Gottigere,1613.0,3.0,72.0,3
2244,Gottigere,1110.0,2.0,36.25,2
2245,Gottigere,1245.0,2.0,59.0,2
2246,Gottigere,1200.0,2.0,50.0,2
2247,Green Glen Layout,1670.0,3.0,120.0,3
2248,Green Glen Layout,3250.0,4.0,230.0,4
2249,Green Glen Layout,1776.42,3.0,105.0,3
2250,Green Glen Layout,940.0,2.0,56.8,2
2251,Green Glen Layout,1075.0,2.0,60.0,2
2252,Green Glen Layout,1715.0,3.0,115.0,3
2253,Green Glen Layout,1751.0,2.0,115.0,3
2254,Green Glen Layout,1750.0,3.0,130.0,3
2255,Green Glen Layout,1530.0,3.0,105.0,3
2256,Green Glen Layout,1752.0,3.0,105.0,3
2257,Green Glen Layout,1680.0,4.0,95.0,3
2258,Green Glen Layout,1728.0,3.0,125.0,3
2259,Green Glen Layout,1645.0,3.0,110.0,3
2260,Green Glen Layout,1517.0,3.0,100.0,3
2261,Green Glen Layout,3150.0,4.0,218.0,4
2262,Green Glen Layout,3270.0,4.0,205.0,4
2263,Green Glen Layout,1750.0,3.0,120.0,3
2264,Green Glen Layout,1751.0,3.0,115.0,3
2265,Green Glen Layout,1750.0,3.0,105.0,3
2266,Green Glen Layout,1885.0,3.0,135.0,3
2267,Green Glen Layout,1715.0,3.0,120.0,3
2268,Green Glen Layout,1623.29,2.0,105.0,3
2269,Green Glen Layout,1715.0,3.0,105.0,3
2270,Green Glen Layout,1600.0,3.0,105.0,3
2271,Green Glen Layout,1717.0,3.0,125.0,3
2272,Green Glen Layout,1250.0,2.0,75.0,2
2273,Green Glen Layout,1715.0,3.0,112.0,3
2274,Gubbalala,1470.0,2.0,82.0,3
2275,Gubbalala,1745.0,3.0,104.0,3
2276,Gubbalala,1745.0,3.0,115.0,3
2277,Gubbalala,1745.0,3.0,110.0,3
2278,Gubbalala,1650.0,3.0,71.0,3
2279,Gubbalala,2570.0,4.0,141.0,5
2280,Gubbalala,1205.0,2.0,70.0,2
2281,Gubbalala,1435.0,2.0,80.0,3
2282,Gubbalala,1475.0,2.0,80.0,2
2283,Gubbalala,2000.0,4.0,85.0,4
2284,Gubbalala,1100.0,2.0,49.5,2
2285,Gubbalala,1060.0,2.0,46.0,2
2286,Gubbalala,2000.0,3.0,125.0,3
2287,Gubbalala,4000.0,5.0,195.0,4
2288,Gunjur,1140.0,2.0,43.0,2
2289,Gunjur,1356.0,2.0,66.0,3
2290,Gunjur,1600.0,3.0,75.0,3
2291,Gunjur,2000.0,3.0,95.0,4
2292,Gunjur,1140.0,2.0,49.11,2
2293,Gunjur,1195.0,2.0,44.0,2
2294,Gunjur,1190.0,2.0,40.0,2
2295,Gunjur,1457.0,2.0,60.0,2
2296,Gunjur,1080.0,2.0,41.0,2
2297,Gunjur,2132.0,3.0,80.0,3
2298,Gunjur,1800.0,3.0,70.0,3
2299,Gunjur,1175.0,2.0,43.48,2
2300,Gunjur,1362.0,3.0,62.63,3
2301,Gunjur,1071.0,2.0,51.0,2
2302,Gunjur,1063.0,2.0,40.0,2
2303,Gunjur,1235.0,2.0,52.76,2
2304,Gunjur,1588.0,2.0,90.0,3
2305,Gunjur,1235.0,2.0,44.5,2
2306,HAL 2nd Stage,1490.0,2.0,300.0,3
2307,HAL 2nd Stage,600.0,3.0,145.0,2
2308,HAL 2nd Stage,2700.0,3.0,500.0,3
2309,HAL 2nd Stage,2040.0,4.0,500.0,5
2310,HBR Layout,2800.0,2.0,200.0,3
2311,HBR Layout,1722.0,3.0,95.0,3
2312,HBR Layout,1200.0,4.0,120.0,4
2313,HBR Layout,1200.0,2.0,60.0,2
2314,HBR Layout,1004.0,2.0,49.0,2
2315,HBR Layout,1783.0,3.0,125.0,3
2316,HBR Layout,1656.0,3.0,90.0,3
2317,HBR Layout,1089.0,2.0,60.0,2
2318,HBR Layout,1700.0,3.0,110.0,3
2319,HBR Layout,1198.0,2.0,65.0,2
2320,HBR Layout,1200.0,4.0,115.0,4
2321,HBR Layout,1200.0,2.0,120.0,2
2322,HBR Layout,1832.0,3.0,160.0,3
2323,HRBR Layout,1374.0,2.0,95.0,2
2324,HRBR Layout,1440.0,2.0,98.0,2
2325,HRBR Layout,1567.0,3.0,90.0,3
2326,HRBR Layout,2800.0,3.0,250.0,3
2327,HRBR Layout,1210.0,2.0,75.0,2
2328,HRBR Layout,1265.0,2.0,78.0,2
2329,HRBR Layout,1170.0,2.0,75.0,2
2330,HRBR Layout,1335.0,2.0,87.0,3
2331,HRBR Layout,1900.0,3.0,90.0,4
2332,HRBR Layout,1625.0,3.0,120.0,3
2333,HRBR Layout,1301.0,2.0,120.0,2
2334,HRBR Layout,1145.0,2.0,68.5,2
2335,HRBR Layout,1300.0,2.0,90.0,2
2336,HSR Layout,1400.0,3.0,56.0,3
2337,HSR Layout,1372.0,2.0,68.0,2
2338,HSR Layout,1430.0,2.0,65.0,3
2339,HSR Layout,1475.0,3.0,75.0,3
2340,HSR Layout,1467.0,2.0,55.0,2
2341,HSR Layout,1140.0,2.0,46.0,2
2342,HSR Layout,1372.0,2.0,61.0,2
2343,HSR Layout,1750.0,3.0,95.0,3
2344,HSR Layout,2424.0,3.0,90.0,3
2345,HSR Layout,1027.0,2.0,44.0,2
2346,HSR Layout,1650.0,3.0,110.0,3
2347,HSR Layout,1185.0,2.0,60.0,2
2348,HSR Layout,1127.0,2.0,68.0,2
2349,HSR Layout,1600.0,2.0,115.0,3
2350,HSR Layout,1145.0,2.0,48.0,2
2351,HSR Layout,1009.0,2.0,56.0,2
2352,HSR Layout,2792.0,4.0,220.0,4
2353,HSR Layout,1300.0,2.0,98.0,2
2354,HSR Layout,2400.0,3.0,88.0,3
2355,HSR Layout,1126.0,2.0,69.0,2
2356,HSR Layout,1360.0,2.0,53.0,3
2357,HSR Layout,1145.0,2.0,46.0,2
2358,HSR Layout,1142.0,2.0,65.0,2
2359,HSR Layout,2020.0,3.0,160.0,3
2360,HSR Layout,1844.0,3.0,95.0,3
2361,HSR Layout,1203.0,2.0,72.0,2
2362,HSR Layout,4200.0,5.0,245.0,5
2363,HSR Layout,1100.0,2.0,44.0,2
2364,HSR Layout,1203.0,2.0,60.0,2
2365,HSR Layout,1120.0,2.0,70.0,2
2366,HSR Layout,1289.0,2.0,70.0,2
2367,HSR Layout,1844.0,3.0,89.0,3
2368,Haralur Road,1240.0,2.0,70.0,2
2369,Haralur Road,1027.0,2.0,44.0,2
2370,Haralur Road,1464.0,3.0,56.0,3
2371,Haralur Road,2650.0,4.0,198.0,4
2372,Haralur Road,2805.0,5.0,154.0,4
2373,Haralur Road,1194.0,2.0,47.0,2
2374,Haralur Road,3385.0,5.0,260.0,4
2375,Haralur Road,1202.0,2.0,53.0,2
2376,Haralur Road,1056.0,2.0,61.0,2
2377,Haralur Road,1810.0,3.0,100.0,3
2378,Haralur Road,1194.0,2.0,46.0,2
2379,Haralur Road,2805.0,4.0,154.0,4
2380,Haralur Road,1225.0,2.0,67.38,2
2381,Haralur Road,1920.0,3.0,115.0,3
2382,Haralur Road,1875.0,3.0,110.0,3
2383,Haralur Road,2750.0,4.0,220.0,4
2384,Haralur Road,2017.0,3.0,125.0,3
2385,Haralur Road,1092.0,2.0,44.0,2
2386,Haralur Road,2475.0,4.0,130.0,3
2387,Haralur Road,1300.0,2.0,73.0,2
2388,Haralur Road,1850.0,3.0,110.0,3
2389,Haralur Road,3400.0,5.0,240.0,4
2390,Haralur Road,1464.0,2.0,56.0,2
2391,Haralur Road,1230.0,2.0,78.0,2
2392,Haralur Road,1000.0,2.0,44.0,2
2393,Haralur Road,3185.0,2.0,175.0,4
2394,Haralur Road,1300.0,2.0,79.0,2
2395,Haralur Road,1444.0,2.0,80.0,3
2396,Haralur Road,1088.0,2.0,68.0,2
2397,Haralur Road,1225.0,2.0,70.0,2
2398,Haralur Road,1000.0,2.0,78.0,2
2399,Haralur Road,1830.0,3.0,101.0,3
2400,Haralur Road,1810.0,3.0,126.0,3
2401,Haralur Road,1520.0,2.0,96.0,3
2402,Haralur Road,1520.0,2.0,125.0,3
2403,Haralur Road,1300.0,2.0,75.0,2
2404,Haralur Road,2017.0,2.0,125.0,3
2405,Haralur Road,2805.0,5.0,160.0,4
2406,Haralur Road,2017.0,3.0,105.0,3
2407,Haralur Road,1520.0,2.0,90.0,3
2408,Haralur Road,1300.0,2.0,60.0,2
2409,Haralur Road,1985.0,3.0,130.0,3
2410,Haralur Road,1255.0,2.0,90.0,3
2411,Haralur Road,1056.0,2.0,60.0,2
2412,Haralur Road,1245.0,2.0,62.0,2
2413,Haralur Road,1140.0,2.0,58.0,2
2414,Haralur Road,1027.0,2.0,43.0,2
2415,Haralur Road,1560.0,3.0,90.0,3
2416,Haralur Road,1520.0,2.0,85.0,3
2417,Haralur Road,1650.0,3.0,100.0,3
2418,Haralur Road,1580.0,3.0,73.0,3
2419,Haralur Road,1510.0,3.0,83.05,3
2420,Haralur Road,1056.0,2.0,65.0,2
2421,Haralur Road,575.0,1.0,38.0,1
2422,Haralur Road,1850.0,3.0,120.0,3
2423,Haralur Road,560.0,1.0,45.0,1
2424,Haralur Road,1710.0,3.0,85.0,3
2425,Haralur Road,1730.0,3.0,95.0,3
2426,Haralur Road,1817.0,3.0,110.0,3
2427,Haralur Road,1225.0,2.0,77.0,2
2428,Haralur Road,1285.0,2.0,78.0,2
2429,Haralur Road,1225.0,2.0,67.48,2
2430,Haralur Road,1225.0,2.0,69.84,2
2431,Haralur Road,1200.0,2.0,46.0,2
2432,Haralur Road,1315.0,2.0,85.0,2
2433,Haralur Road,1976.0,3.0,92.0,3
2434,Haralur Road,4694.0,5.0,375.0,4
2435,Haralur Road,1309.0,2.0,82.0,2
2436,Haralur Road,1027.0,1.0,44.0,2
2437,Haralur Road,1890.0,3.0,84.0,3
2438,Haralur Road,1230.0,2.0,67.65,2
2439,Haralur Road,1255.0,3.0,90.0,3
2440,Haralur Road,1735.0,3.0,97.0,3
2441,Haralur Road,1810.0,3.0,97.83,3
2442,Haralur Road,1810.0,3.0,112.0,3
2443,Harlur,1508.0,2.0,77.0,2
2444,Harlur,1752.12,3.0,135.0,3
2445,Harlur,2450.0,3.0,120.0,3
2446,Harlur,1460.0,3.0,73.0,3
2447,Harlur,1709.0,3.0,150.0,3
2448,Harlur,1174.0,2.0,69.0,2
2449,Harlur,1033.0,2.0,49.0,2
2450,Harlur,1197.0,2.0,84.0,2
2451,Harlur,1757.0,3.0,132.0,3
2452,Harlur,1174.0,2.0,76.0,2
2453,Harlur,1754.0,3.0,125.0,3
2454,Harlur,1290.0,2.0,85.0,2
2455,Harlur,1752.12,3.0,116.0,3
2456,Harlur,1754.0,3.0,135.0,3
2457,Harlur,1754.0,3.0,124.0,3
2458,Harlur,1152.0,2.0,69.0,2
2459,Harlur,1290.0,2.0,87.0,2
2460,Harlur,1749.0,3.0,115.0,3
2461,Harlur,3385.0,4.0,260.0,4
2462,Harlur,2240.0,5.0,155.0,3
2463,Harlur,1758.0,3.0,133.0,3
2464,Harlur,1884.0,4.0,120.0,4
2465,Harlur,1197.0,2.0,79.0,2
2466,Harlur,1174.0,2.0,78.0,2
2467,Harlur,1730.0,3.0,100.0,3
2468,Harlur,2138.0,3.0,110.0,3
2469,Harlur,1749.0,3.0,112.0,3
2470,Harlur,1174.0,2.0,75.0,2
2471,Harlur,1750.0,3.0,136.0,3
2472,Harlur,1620.0,3.0,110.0,3
2473,Harlur,1414.0,3.0,77.5,3
2474,Harlur,1630.0,3.0,95.1,3
2475,Harlur,1459.0,3.0,135.0,3
2476,Harlur,1762.0,3.0,133.0,3
2477,Harlur,1756.0,3.0,131.0,3
2478,Harlur,1755.0,3.0,130.0,3
2479,Harlur,1864.0,3.0,140.0,3
2480,Harlur,1331.0,2.0,88.0,2
2481,Harlur,1752.12,3.0,133.0,3
2482,Harlur,1133.0,2.0,55.0,2
2483,Harlur,1756.0,3.0,128.0,3
2484,Harlur,1749.0,3.0,120.0,3
2485,Harlur,1197.0,2.0,82.0,2
2486,Harlur,1303.0,2.0,90.0,2
2487,Harlur,1754.0,3.0,132.0,3
2488,Harlur,1756.0,3.0,134.0,3
2489,Harlur,1197.0,2.0,78.0,2
2490,Harlur,1290.0,2.0,89.9,2
2491,Harlur,1386.0,2.0,85.0,2
2492,Harlur,1174.0,2.0,74.0,2
2493,Harlur,1710.0,3.0,85.0,3
2494,Harlur,1755.0,3.0,115.0,3
2495,Harlur,2820.0,4.0,153.5,4
2496,Harlur,2569.0,4.0,175.0,4
2497,Harlur,1197.0,2.0,77.0,2
2498,Harlur,1752.12,3.0,125.0,3
2499,Harlur,3425.0,3.0,320.0,3
2500,Harlur,2569.0,5.0,180.0,4
2501,Harlur,1225.0,2.0,56.0,2
2502,Harlur,1197.0,2.0,76.0,2
2503,Harlur,2137.0,3.0,110.0,3
2504,Harlur,1197.0,2.0,75.0,2
2505,Harlur,1755.0,3.0,117.0,3
2506,Harlur,1197.0,2.0,79.9,2
2507,Harlur,936.0,2.0,45.0,2
2508,Harlur,2990.0,4.0,225.0,4
2509,Harlur,1370.0,2.0,88.0,2
2510,Harlur,1335.0,2.0,72.76,2
2511,Hebbal,1760.0,2.0,123.0,3
2512,Hebbal,5611.5,4.0,477.0,4
2513,Hebbal,1900.0,3.0,119.0,3
2514,Hebbal,1349.0,2.0,98.2,2
2515,Hebbal,2483.0,5.0,212.0,4
2516,Hebbal,1760.0,2.0,130.0,3
2517,Hebbal,2400.0,4.0,245.0,3
2518,Hebbal,3450.0,5.0,260.0,3
2519,Hebbal,1920.0,3.0,134.0,3
2520,Hebbal,1500.0,3.0,150.0,3
2521,Hebbal,1337.0,2.0,82.0,2
2522,Hebbal,1349.0,2.0,98.0,2
2523,Hebbal,2470.0,5.0,247.0,4
2524,Hebbal,1036.0,2.0,50.0,2
2525,Hebbal,1255.0,2.0,77.68,3
2526,Hebbal,1355.0,3.0,83.87,3
2527,Hebbal,1790.0,3.0,127.0,3
2528,Hebbal,687.325,2.0,42.72,2
2529,Hebbal,2790.0,5.0,198.0,4
2530,Hebbal,1985.0,4.0,189.0,3
2531,Hebbal,2483.0,5.0,215.0,4
2532,Hebbal,1080.0,2.0,54.0,2
2533,Hebbal,812.0,2.0,55.0,2
2534,Hebbal,2790.0,4.0,198.0,4
2535,Hebbal,1075.0,2.0,52.0,2
2536,Hebbal,3067.0,4.0,230.0,4
2537,Hebbal,1040.0,2.0,50.0,2
2538,Hebbal,2526.0,2.0,250.0,3
2539,Hebbal,823.0,2.0,50.63,2
2540,Hebbal,1420.0,2.0,123.0,2
2541,Hebbal,1069.0,3.0,65.4,3
2542,Hebbal,3067.0,4.0,310.0,4
2543,Hebbal,1420.0,2.0,99.39,2
2544,Hebbal,4235.0,4.0,365.0,4
2545,Hebbal,1700.0,3.0,124.0,3
2546,Hebbal,3960.0,5.0,386.0,4
2547,Hebbal,1550.0,2.0,75.0,3
2548,Hebbal,1440.0,2.0,115.0,2
2549,Hebbal,1100.0,2.0,54.0,2
2550,Hebbal,2400.0,4.0,180.0,3
2551,Hebbal,1420.0,2.0,107.0,2
2552,Hebbal,1320.0,2.0,92.0,2
2553,Hebbal,919.0,2.0,49.0,2
2554,Hebbal,1645.0,3.0,135.0,3
2555,Hebbal,2080.0,3.0,175.0,3
2556,Hebbal,2483.0,5.0,230.0,4
2557,Hebbal,2600.0,3.0,195.0,3
2558,Hebbal,1645.0,3.0,117.0,3
2559,Hebbal,1251.0,2.0,88.73,2
2560,Hebbal,1645.0,3.0,121.0,3
2561,Hebbal,1760.0,3.0,123.0,3
2562,Hebbal,1645.0,3.0,120.0,3
2563,Hebbal,1255.0,2.0,90.0,3
2564,Hebbal,1255.0,3.0,77.68,3
2565,Hebbal,1586.0,3.0,90.0,3
2566,Hebbal,1636.0,3.0,119.0,3
2567,Hebbal,2661.0,2.0,226.5,3
2568,Hebbal,1255.0,2.0,95.0,3
2569,Hebbal,1269.0,2.0,73.0,3
2570,Hebbal,1088.0,2.0,61.45,2
2571,Hebbal,1349.0,2.0,97.8,2
2572,Hebbal,1344.0,2.0,108.0,2
2573,Hebbal,1138.0,2.0,110.0,2
2574,Hebbal,2790.0,5.0,204.0,4
2575,Hebbal,1088.0,2.0,62.0,2
2576,Hebbal,1987.0,4.0,165.0,3
2577,Hebbal,1299.0,2.0,100.0,2
2578,Hebbal,1200.0,2.0,60.0,2
2579,Hebbal,1390.0,2.0,95.0,2
2580,Hebbal,1333.0,2.0,100.0,2
2581,Hebbal,2650.0,4.0,199.0,3
2582,Hebbal,3450.0,5.0,348.0,3
2583,Hebbal,1800.0,3.0,140.0,3
2584,Hebbal,1860.0,3.0,95.0,3
2585,Hebbal,2470.0,4.0,203.0,4
2586,Hebbal,1333.0,2.0,104.0,2
2587,Hebbal,2600.0,3.0,199.0,3
2588,Hebbal,1345.0,2.0,97.0,2
2589,Hebbal,1110.0,3.0,59.0,3
2590,Hebbal,985.0,2.0,62.0,2
2591,Hebbal,1320.0,2.0,91.0,2
2592,Hebbal,2388.0,3.0,195.0,3
2593,Hebbal,1040.0,2.0,55.0,2
2594,Hebbal,1315.0,3.0,65.0,3
2595,Hebbal,1150.0,2.0,55.0,2
2596,Hebbal,2630.0,5.0,188.0,4
2597,Hebbal,3895.0,3.0,390.0,3
2598,Hebbal,1645.0,3.0,113.0,3
2599,Hebbal,1590.0,3.0,96.0,3
2600,Hebbal,3520.0,5.0,320.0,3
2601,Hebbal,1162.0,2.0,69.0,2
2602,Hebbal,1100.0,2.0,60.0,2
2603,Hebbal,4235.0,5.0,364.0,4
2604,Hebbal,1299.0,2.0,97.0,2
2605,Hebbal,2470.0,5.0,192.0,4
2606,Hebbal,4450.0,6.0,449.0,4
2607,Hebbal,3520.0,5.0,240.0,3
2608,Hebbal,1920.0,3.0,150.0,3
2609,Hebbal,2375.0,4.0,189.0,4
2610,Hebbal,1420.0,2.0,99.26,2
2611,Hebbal,1252.0,2.0,92.0,2
2612,Hebbal,1162.0,2.0,59.0,2
2613,Hebbal,1294.0,2.0,115.0,2
2614,Hebbal,4225.0,6.0,359.0,4
2615,Hebbal,1150.0,2.0,57.0,2
2616,Hebbal,1740.0,2.0,137.0,3
2617,Hebbal,1430.0,3.0,85.0,3
2618,Hebbal,1662.0,3.0,155.0,3
2619,Hebbal,2250.0,3.0,219.0,3
2620,Hebbal,4000.0,6.0,370.0,4
2621,Hebbal,1349.0,2.0,96.8,2
2622,Hebbal Kempapura,1700.0,3.0,155.0,3
2623,Hebbal Kempapura,1800.0,3.0,175.0,3
2624,Hebbal Kempapura,2900.0,4.0,300.0,3
2625,Hebbal Kempapura,3522.0,3.0,380.0,3
2626,Hebbal Kempapura,2280.0,5.0,200.0,5
2627,Hebbal Kempapura,1200.0,2.0,125.0,2
2628,Hebbal Kempapura,2900.0,4.0,240.0,3
2629,Hebbal Kempapura,3900.0,5.0,360.0,4
2630,Hebbal Kempapura,1300.0,2.0,102.0,2
2631,Hebbal Kempapura,1466.0,2.0,140.0,3
2632,Hebbal Kempapura,3900.0,5.0,310.0,4
2633,Hebbal Kempapura,1725.0,2.0,165.0,3
2634,Hebbal Kempapura,1200.0,3.0,125.0,3
2635,Hebbal Kempapura,3408.0,3.0,260.0,3
2636,Hebbal Kempapura,1485.0,3.0,132.0,2
2637,Hebbal Kempapura,1400.0,2.0,108.0,2
2638,Hebbal Kempapura,1800.0,3.0,150.0,3
2639,Hebbal Kempapura,2400.0,5.0,200.0,5
2640,Hebbal Kempapura,2800.0,5.0,220.0,5
2641,Hebbal Kempapura,1785.0,3.0,165.0,3
2642,Hebbal Kempapura,3729.0,4.0,384.0,4
2643,Hebbal Kempapura,1600.0,3.0,170.0,3
2644,Hebbal Kempapura,1730.0,3.0,175.0,3
2645,Hebbal Kempapura,2485.0,4.0,198.0,4
2646,Hegde Nagar,1569.0,3.0,101.0,3
2647,Hegde Nagar,3000.0,7.0,210.0,6
2648,Hegde Nagar,2026.0,3.0,132.0,3
2649,Hegde Nagar,1801.0,3.0,115.0,3
2650,Hegde Nagar,1050.0,1.0,56.0,2
2651,Hegde Nagar,1341.0,2.0,97.0,2
2652,Hegde Nagar,2112.95,4.0,145.0,3
2653,Hegde Nagar,1200.0,4.0,83.0,4
2654,Hegde Nagar,1703.0,3.0,113.0,3
2655,Hegde Nagar,1570.0,3.0,105.0,3
2656,Hegde Nagar,1801.0,3.0,140.0,3
2657,Hegde Nagar,1584.01,3.0,103.0,3
2658,Hegde Nagar,1965.0,4.0,125.0,3
2659,Hegde Nagar,1200.0,2.0,75.0,2
2660,Hegde Nagar,1847.0,3.0,135.0,3
2661,Hegde Nagar,1965.0,4.0,132.0,3
2662,Hegde Nagar,1703.0,3.0,125.0,3
